Gene1,Gene2,score
G373,G324,0.036181428033044305
G46,G218,0.03617536473216576
G262,G302,0.036158447709960906
G277,G324,0.03613041679272197
G123,G192,0.036064160651921
G69,G43,0.03589884989529283
G331,G6,0.0358814027635527
G46,G280,0.03586366990847617
G359,G375,0.035860753099298356
G123,G86,0.0358578402192537
G69,G165,0.035819698882880655
G398,G144,0.0358134492993329
G67,G372,0.03579910014915197
G144,G45,0.035772591036418944
G69,G199,0.035751064455172565
G398,G196,0.03572261616704234
G243,G75,0.035712873737035425
G382,G278,0.03567590195371387
G46,G145,0.03565074433442303
G46,G91,0.03563000925754531
G395,G169,0.035629724776124735
G47,G349,0.03562306006099668
G373,G114,0.03561990989904856
G69,G364,0.03560799168488425
G246,G205,0.035522308063872576
G359,G345,0.035502587523926925
G67,G278,0.035494617959562075
G277,G312,0.03548391204491946
G123,G179,0.03538707941008945
G355,G360,0.03536211217401743
G302,G231,0.035337804325709425
G46,G244,0.03530688567397508
G373,G337,0.03529856300669389
G123,G67,0.03529764267596526
G54,G145,0.035275420127140605
G102,G117,0.03525555992643549
G302,G324,0.03521353664984769
G238,G156,0.035211704906175534
G41,G229,0.035210564328353594
G373,G54,0.03518850461354023
G212,G352,0.03517377095323604
G359,G80,0.035147878019447146
G150,G299,0.035107525482500276
G123,G246,0.03508982081369748
G302,G338,0.03507492919583752
G331,G385,0.035020060806470146
G19,G306,0.03499818967728243
G46,G285,0.034899472712822184
G398,G219,0.03489751030209601
G373,G188,0.03488358083917163
G393,G109,0.03477133903230542
G54,G267,0.03471747645991924
G238,G373,0.03470997461981319
G30,G67,0.03459855325357874
G123,G388,0.034594304230308244
G47,G80,0.03458550144786812
G196,G299,0.034486743499640385
G238,G118,0.034430442233005454
G238,G39,0.034333646539460444
G130,G302,0.0342801743133615
G246,G75,0.03427665317697415
G238,G109,0.03423481901104229
G331,G324,0.03422610950022212
G246,G353,0.034181812875507325
G130,G61,0.03417086820155516
G196,G223,0.034160857511759235
G277,G294,0.034156111103217854
G19,G272,0.0341336891946174
G47,G324,0.034072470285948994
G102,G50,0.03405684512434043
G243,G46,0.03394766160374018
G47,G304,0.033925768922859006
G359,G385,0.03390873898379113
G398,G169,0.033900691743893346
G373,G67,0.03387138333549711
G277,G228,0.03384340239235087
G212,G65,0.033839701029191455
G355,G394,0.03383863307251713
G196,G324,0.03383813596502036
G69,G183,0.03383266228693825
G331,G198,0.03383157916590715
G395,G47,0.03380479700598089
G373,G165,0.033764645833231605
G302,G196,0.03374769133993746
G46,G200,0.03371710565931223
G123,G118,0.03366172984166821
G1,G0,0.03350178080696102
G277,G143,0.03349287470609774
G1,G4,0.033405586244755904
G84,G299,0.033382399827134146
G302,G229,0.03335560526363454
G246,G341,0.03335102422631572
G212,G277,0.03332220409301301
G196,G184,0.03331660788985219
G46,G279,0.0333091193597147
G238,G253,0.0333082665389427
G180,G135,0.03323513230299917
G373,G87,0.033227002890110824
G395,G84,0.03322541843213467
G243,G196,0.033191987735693075
G84,G322,0.033165975932621064
G41,G2,0.03312263357191684
G115,G250,0.0331000811943701
G47,G86,0.03302646495633693
G196,G47,0.03299382864854106
G144,G109,0.03296960815226499
G102,G84,0.03296948436090655
G115,G327,0.032923298509756775
G41,G87,0.03289577501907945
G1,G253,0.03284287753386373
G19,G169,0.032825661862996
G395,G321,0.0328077069031821
G46,G343,0.03274909002391933
G246,G342,0.03273154024690683
G19,G198,0.03267256799087796
G123,G156,0.032643523990250486
G196,G168,0.032633103504168454
G359,G150,0.03263205765689767
G246,G196,0.0325766251016818
G102,G83,0.032558625095733595
G69,G388,0.032558497244863094
G238,G280,0.03247172128821177
G67,G324,0.03245156310400399
G253,G234,0.03242895408565624
G180,G299,0.03240948575432713
G398,G153,0.03240086552420837
G19,G334,0.032327688599901226
G30,G320,0.0323271079387087
G123,G198,0.03231797503260311
G302,G373,0.03222529276017491
G246,G39,0.0322072589079872
G180,G66,0.03217927803805383
G395,G198,0.03213390275188796
G238,G155,0.03211857332283938
G212,G267,0.03207881904420112
G19,G95,0.03207855845916433
G80,G283,0.032021424970602064
G80,G137,0.032019599253838495
G102,G310,0.032004711576001696
G246,G331,0.03198892436015277
G243,G198,0.03197898341296108
G30,G213,0.031965808337848935
G355,G392,0.031960684847798314
G391,G150,0.03194418865054904
G69,G142,0.03194015456167605
G262,G80,0.03193116337542534
G243,G206,0.03190916065952729
G84,G160,0.03185978285346242
G130,G391,0.031799344485912436
G46,G156,0.03179011110552517
G373,G228,0.031769315039243046
G196,G99,0.0317656625494841
G123,G278,0.03175935116056512
G115,G358,0.03172060714931074
G373,G109,0.031712908243629906
G30,G33,0.03170247304710737
G253,G86,0.031694966153792
G398,G253,0.03169295421491909
G393,G84,0.03164421539768396
G69,G380,0.031624295113127074
G277,G293,0.03158372269191845
G243,G308,0.03157460672896809
G19,G338,0.031571091342287985
G212,G316,0.03156901342173572
G302,G144,0.031539059685234544
G302,G364,0.031530219345397764
G67,G376,0.031515391065886494
G243,G320,0.03149948565599417
G19,G50,0.031474193901322355
G373,G349,0.031467688080502154
G130,G335,0.03144420288770153
G67,G156,0.031430851339943944
G150,G334,0.03142404803606483
G302,G157,0.03141421541901521
G69,G179,0.031384636207900586
G54,G334,0.031381765973739775
G150,G190,0.031368954550347085
G246,G300,0.0313530373993732
G262,G88,0.031352433374524535
G196,G317,0.031344554636976524
G262,G183,0.03132856403700775
G398,G198,0.03130040457782045
G331,G315,0.031252299520217075
G238,G287,0.031224669705538444
G391,G86,0.031198103519350165
G144,G86,0.031191280051656667
G253,G246,0.031132709195514946
G41,G167,0.03113082487947577
G393,G218,0.031082930624121208
G246,G228,0.031074758182321915
G196,G352,0.031063760230412574
G130,G135,0.031052038757068447
G46,G393,0.03104682927708198
G1,G58,0.031015467395452734
G373,G259,0.031010495991511663
G246,G165,0.03099619142383367
G54,G373,0.03098823977734466
G382,G276,0.030948868061229026
G238,G41,0.030945867255677717
G253,G87,0.03091642053597607
G47,G223,0.03090957285104548
G253,G312,0.030869475716413908
G47,G167,0.030865354147003726
G277,G168,0.030862833713366206
G54,G179,0.030845595419614624
G393,G169,0.030804606484499966
G373,G212,0.030741346659204916
G150,G196,0.03073892086157931
G355,G280,0.030736763149195764
G150,G69,0.030733608234417634
G398,G165,0.030633094147886925
G170,G253,0.030585858506822352
G102,G346,0.030579406146251174
G170,G227,0.030558083918753202
G123,G48,0.03055168196587025
G196,G280,0.030484908610680234
G84,G22,0.03047548374521307
G302,G69,0.03045559463972751
G30,G149,0.03044314989899343
G150,G341,0.03040669039967156
G277,G129,0.0304047535422394
G253,G390,0.030393765944306483
G170,G142,0.03038436440396478
G150,G306,0.030357802356907465
G382,G156,0.030352257002604174
G253,G338,0.03034437250213215
G102,G120,0.030331745233201896
G84,G280,0.030324309599665422
G115,G39,0.03031349188781325
G382,G308,0.030308952309830536
G243,G95,0.030306453617520334
G243,G398,0.030195460511895318
G46,G114,0.030194521251761752
G115,G120,0.03014539592867213
G393,G299,0.030134999898932494
G123,G276,0.030126987506029393
G84,G249,0.030121513527123292
G41,G199,0.03008263723765904
G130,G169,0.030058727953452352
G196,G373,0.030006834173896435
G393,G53,0.029987617463852013
G46,G178,0.02993485579079548
G54,G86,0.02993474167983594
G277,G156,0.02991152911442707
G253,G218,0.029901399088112374
G212,G39,0.029822257917147377
G246,G225,0.029811966247107913
G246,G99,0.029809440453987812
G54,G308,0.02980125966446813
G277,G297,0.029795779154608987
G382,G340,0.02975945792952498
G373,G53,0.02974886026567694
G262,G256,0.029747954463040557
G46,G278,0.02972075219964411
G144,G324,0.029712803263343912
G150,G287,0.029704506835514094
G144,G280,0.029667011949886607
G382,G86,0.029664791259614562
G130,G196,0.029651548489450466
G150,G218,0.029635162906906154
G253,G13,0.0296337703096482
G46,G334,0.029633386930755345
G395,G170,0.029632614871509994
G331,G335,0.029631851481295463
G212,G218,0.029578240073706352
G382,G39,0.029571432396374997
G46,G119,0.02957077760071653
G123,G340,0.029563979325081154
G373,G168,0.02956010981306939
G373,G238,0.02953086038667413
G359,G379,0.029517388298477783
G253,G126,0.029490053153901463
G46,G138,0.029481022281631977
G196,G376,0.029442027496450612
G30,G101,0.029439545359423187
G238,G138,0.02939944813556228
G41,G15,0.029386409643346597
G46,G132,0.029385673102419144
G302,G130,0.029364269549121372
G123,G324,0.029349484929059852
G355,G374,0.0293004273388019
G102,G104,0.029285503797495338
G246,G47,0.029252191272322883
G243,G373,0.02923693350067593
G398,G363,0.02919932677983965
G393,G352,0.02916622749923002
G19,G253,0.029149058016235657
G46,G66,0.02912904026932528
G243,G41,0.02912657097375234
G67,G242,0.029105900258745238
G277,G165,0.029099952118732203
G382,G28,0.029033907049775112
G130,G219,0.029011161415904332
G41,G126,0.028903424632604147
G41,G12,0.028857994735384335
G253,G212,0.028847490741150728
G382,G312,0.02884560680828023
G238,G80,0.028836272689452144
G212,G67,0.02880780835154806
G196,G180,0.028806931862334864
G54,G284,0.02880621040244534
G115,G279,0.028728916336867624
G150,G215,0.028688562379789787
G54,G48,0.028653534493982405
G144,G149,0.028615632834023852
G395,G287,0.02859579267570502
G54,G165,0.02859454993830844
G238,G192,0.028542777665760036
G150,G331,0.02850939278894382
G54,G196,0.028496061750702836
G393,G102,0.028418066607592163
G115,G167,0.028410649262813815
G373,G148,0.0284062901898071
G246,G79,0.02840217436343119
G30,G166,0.028368629606342257
G102,G55,0.02835432190097984
G277,G223,0.028341373636846023
G398,G47,0.028321917520529177
G196,G258,0.028237803832650274
G373,G46,0.02822678480855209
G123,G308,0.028146871740522203
G123,G167,0.028129176275767317
G393,G280,0.0281192109803962
G54,G110,0.02809630402997126
G67,G66,0.028089817651791193
G382,G67,0.0280332383981078
G80,G262,0.028030856522775302
G212,G313,0.02801227701435914
G150,G352,0.028002300833793264
G54,G126,0.02799373754920513
G130,G57,0.027991049451146596
G180,G89,0.02797416147798439
G54,G352,0.027972605004508835
G393,G39,0.027970127624367347
G359,G365,0.027953663923643058
G19,G57,0.02787533740493446
G170,G373,0.027874572489924834
G80,G154,0.027847858798561997
G144,G103,0.027838122916799157
G359,G151,0.027835648640661237
G373,G273,0.027820752498722068
G115,G19,0.027801526336806853
G302,G336,0.027798343561855704
G393,G212,0.02778822958220928
G277,G397,0.027777492803360573
G19,G39,0.027759988955472978
G47,G339,0.027748896801884484
G115,G116,0.027748303974043813
G19,G99,0.02772923585852579
G19,G193,0.02771989812901094
G41,G3,0.027706033933462524
G277,G131,0.027704773608860395
G246,G278,0.02770474588339325
G115,G92,0.027677649085312
G196,G86,0.027649636052620885
G373,G187,0.02764696234217541
G398,G390,0.02764323070850644
G373,G242,0.027634884428862222
G47,G102,0.02762173075419004
G30,G170,0.027615299349808713
G243,G91,0.027582521431993808
G398,G331,0.02758040639165757
G373,G302,0.027539630511188046
G277,G259,0.02753816487019889
G391,G165,0.027504227926437003
G359,G398,0.027493964819918053
G355,G287,0.027485182925152552
G84,G221,0.027465858235022678
G1,G19,0.027431552056668806
G302,G206,0.02741761224874488
G102,G296,0.027408524344376947
G84,G348,0.02739731317592872
G47,G284,0.027389421308480835
G196,G71,0.027374402994082198
G150,G221,0.027361318523722145
G123,G352,0.027360972098603192
G54,G297,0.02731050046550003
G46,G104,0.027309822852286864
G382,G57,0.02726699647349143
G54,G324,0.02715879947347713
G115,G84,0.02714619162823646
G47,G141,0.027135207728301428
G69,G218,0.027098064769862748
G115,G126,0.027072947012123646
G262,G102,0.027014210739012515
G373,G352,0.027011176602354747
G238,G295,0.027001949297782046
G238,G211,0.026990997543440212
G1,G303,0.026990437357377967
G246,G212,0.026976096866588778
G212,G376,0.026972823179354316
G359,G56,0.02695189581496693
G253,G130,0.02694597867907575
G115,G343,0.026922330761706057
G359,G102,0.02691340104199652
G253,G228,0.026895433901520827
G253,G350,0.026884453148587534
G393,G297,0.0268261216037321
G80,G289,0.026773112834521957
G253,G179,0.02674509907184011
G238,G324,0.02671719518206926
G395,G199,0.026699597921281508
G277,G114,0.026685780553123623
G123,G104,0.02665683118414027
G180,G215,0.026643491254983893
G69,G308,0.026622396732361206
G253,G192,0.02662003750952735
G355,G338,0.02659443724210065
G277,G100,0.02658324498671827
G277,G352,0.02657548471118476
G393,G324,0.02653165493836701
G19,G35,0.026529374135409463
G246,G114,0.026519316782466024
G144,G59,0.026507568299617618
G277,G369,0.026497573115916717
G398,G87,0.026475224047584622
G115,G245,0.026452950058533167
G277,G336,0.026426804701653206
G47,G100,0.026423110248998974
G393,G71,0.026423106744670112
G212,G211,0.02640787653699425
G277,G204,0.026338635723866938
G41,G363,0.02631050490117552
G54,G312,0.026295930769572567
G398,G336,0.02628191466883585
G69,G67,0.026270223503897835
G243,G388,0.026245572009314183
G54,G271,0.026241170321573526
G170,G44,0.026235353572580528
G19,G67,0.026230162172224306
G19,G229,0.026229573957896615
G150,G283,0.026226703231902876
G30,G377,0.026195780400330593
G123,G321,0.02618646177770157
G41,G212,0.026185607683200066
G46,G21,0.026102431176190075
G391,G130,0.026060718368765393
G46,G352,0.026056032099894197
G359,G138,0.02602724903421006
G84,G315,0.02602033565536399
G130,G76,0.02601276611013187
G277,G377,0.0259961931106895
G84,G129,0.025988210075563442
G19,G58,0.025946883985714427
G253,G340,0.025925294519613423
G170,G307,0.02589034285790435
G69,G145,0.02587575720928957
G144,G353,0.02587159448876325
G302,G334,0.025854908455702208
G67,G352,0.025851274891576292
G393,G376,0.025837526499838878
G355,G365,0.02583246983189751
G46,G398,0.025788571235072222
G373,G145,0.025788505278064117
G130,G39,0.025776479542638203
G331,G373,0.025745624276292622
G196,G188,0.025738936959850273
G69,G397,0.025654591937292318
G302,G343,0.02563869080487599
G212,G41,0.02563292514273234
G262,G108,0.025622719128212804
G382,G165,0.025611324522752332
G30,G108,0.025592232361778336
G102,G67,0.025590868132106336
G393,G199,0.02558037992729527
G373,G390,0.025572120857645986
G102,G130,0.02556846063769916
G80,G319,0.025548584635490403
G123,G162,0.025493746963276206
G150,G338,0.02547609024981437
G41,G196,0.025475421991523653
G212,G60,0.02547489905885651
G123,G390,0.02539893723676545
G262,G357,0.025393415365978472
G302,G57,0.025388131367890476
G382,G298,0.025371543109585427
G398,G335,0.025342312110352844
G41,G390,0.02533875283520108
G115,G390,0.025291217611161997
G80,G199,0.02529095591639227
G80,G287,0.02528872476770236
G102,G69,0.025276595737608404
G67,G306,0.025252971740844787
G196,G349,0.02524262250122697
G115,G322,0.025235495909222548
G238,G343,0.025233268292063987
G80,G323,0.02521869277155274
G67,G387,0.025210990536727873
G391,G309,0.025210479751280244
G243,G276,0.025176614608335313
G196,G126,0.025156013137075522
G150,G168,0.025139372976892033
G19,G216,0.025088371437206915
G1,G323,0.025081738098636938
G123,G232,0.02507652076673518
G243,G25,0.02505939239313053
G355,G33,0.02505639856153668
G1,G22,0.025049409496201946
G47,G312,0.025041074923263795
G180,G283,0.025022521079432494
G19,G361,0.02499330334068059
G46,G396,0.024979782975383308
G19,G268,0.024971077147989972
G170,G68,0.02497057905077572
G54,G57,0.02496561786119378
G19,G138,0.024964776832971006
G373,G300,0.02494475082384548
G102,G398,0.024938998306019616
G46,G324,0.024919983075336036
G243,G230,0.02490854613523894
G373,G296,0.024891773697195217
G46,G62,0.024882442225333354
G67,G168,0.024866538251523684
G262,G169,0.0248654279125195
G302,G304,0.024865369288103595
G115,G234,0.024865205592171244
G46,G338,0.024841283851600338
G80,G163,0.024830540207060957
G144,G71,0.02479410287344852
G238,G122,0.024780793259110062
G46,G165,0.024772708040995864
G243,G211,0.024736125866514726
G212,G179,0.02473608137639341
G246,G143,0.024735524886848576
G102,G49,0.02471934599654005
G243,G214,0.024718271252778697
G196,G341,0.024717281925490053
G243,G88,0.024690518501719494
G302,G290,0.024687412748613725
G253,G142,0.02467816358507033
G47,G57,0.024677926459625243
G395,G192,0.024652223349516285
G123,G218,0.024630591791685606
G391,G390,0.02457735792073521
G1,G137,0.02456820716554131
G69,G276,0.024522276227892936
G253,G284,0.024509609782895098
G47,G53,0.024472133680906588
G243,G343,0.024435059767259636
G212,G156,0.024409029976916297
G150,G364,0.024406564688970817
G398,G192,0.024391582940137393
G373,G229,0.024387484351488256
G144,G317,0.02437988052613327
G277,G300,0.02437794183486211
G102,G397,0.024341361788599233
G41,G39,0.02433123327479257
G144,G167,0.024309699232539506
G67,G145,0.02427441718650937
G67,G54,0.024264376678795163
G69,G126,0.02419018669339143
G115,G108,0.024175929616185563
G395,G280,0.024170803611149295
G47,G331,0.02415003135373822
G277,G126,0.024135782832159558
G398,G302,0.024133512460431633
G395,G145,0.02412971339069306
G102,G302,0.02411811889044492
G30,G351,0.024114474091231235
G373,G204,0.02407807082736213
G47,G315,0.02406973358970889
G123,G114,0.02406156445847346
G80,G238,0.024050227843246272
G391,G314,0.024042259415911194
G246,G294,0.02402877627279701
G302,G46,0.024028358006026013
G196,G242,0.024005357207209088
G355,G89,0.023995969913490598
G46,G260,0.023989990668280545
G398,G262,0.023987768942118043
G331,G398,0.023962518416386983
G238,G114,0.023952400749575845
G102,G394,0.02392499340466267
G115,G192,0.023867838950727308
G115,G164,0.02385930881425141
G302,G317,0.023850826289528254
G19,G187,0.023847539927025128
G80,G344,0.023836985755625387
G46,G229,0.023816104380163877
G391,G47,0.023809669545691685
G123,G330,0.023786448197753766
G67,G334,0.023762822722283944
G398,G299,0.023753422760397797
G277,G317,0.02374927370436125
G19,G65,0.023736621950403006
G331,G165,0.023717649082070108
G196,G204,0.023717025770824324
G67,G336,0.023714188037578465
G302,G211,0.023700518453434266
G84,G190,0.02367561511004314
G393,G317,0.02367477435091475
G391,G196,0.023637075365253585
G150,G119,0.023601065673994795
G47,G156,0.0235874412932775
G30,G274,0.023578998196902616
G115,G104,0.02355034741769798
G150,G98,0.02354306970746195
G395,G187,0.023529198650646295
G130,G352,0.02352008290291667
G355,G97,0.023514427282400656
G395,G218,0.023477274157187686
G277,G92,0.023476117327922985
G102,G354,0.023454736756162227
G46,G283,0.023454293831104506
G150,G238,0.023447237129757853
G19,G134,0.023433766225259525
G102,G229,0.023428993375025173
G46,G374,0.02342201774358986
G373,G334,0.023418190599616945
G46,G204,0.023401657100854137
G30,G145,0.023400030170106098
G302,G221,0.023399976871073064
G54,G53,0.0233948828197411
G84,G85,0.023371058046776763
G47,G288,0.02335423336552507
G150,G157,0.02334265891191714
G102,G75,0.023323284845284897
G359,G127,0.023320951997262106
G54,G99,0.023319604892277815
G130,G67,0.023319458537252896
G41,G144,0.023239550562474773
G19,G183,0.02322162243317971
G115,G57,0.023208924215371116
G243,G65,0.023203022336093032
G19,G77,0.023192897087622347
G391,G128,0.023191677136388728
G302,G114,0.023178606005627655
G67,G132,0.023164578736090013
G80,G41,0.0231444773877775
G54,G52,0.023116156447347602
G373,G199,0.023108405669614016
G123,G91,0.023087002022835104
G212,G315,0.02307923439120141
G30,G21,0.02306521832180674
G238,G94,0.02306489428470123
G253,G133,0.023050486466570097
G391,G228,0.02304316597912892
G19,G303,0.022997756536943602
G393,G114,0.022995917891709544
G170,G350,0.022981961735794903
G355,G241,0.02297781775284225
G170,G282,0.022950304848046815
G262,G212,0.022946183845057158
G243,G132,0.02292093027391117
G302,G241,0.022913499184347985
G84,G352,0.02288319021158322
G123,G228,0.022877937406590186
G180,G323,0.02287502843034618
G69,G204,0.022863308165542745
G30,G228,0.02284412580931101
G1,G87,0.02284134042952255
G30,G116,0.02279488118836104
G253,G131,0.022771535313295288
G170,G301,0.022770470704627344
G398,G92,0.02275105362938047
G47,G185,0.022740725222689745
G253,G223,0.022722046280060804
G30,G288,0.022710563708868554
G398,G167,0.022695284057045725
G54,G376,0.022675302242448264
G391,G177,0.022673245188122398
G262,G232,0.022670776454731457
G302,G283,0.02265383589331288
G373,G331,0.02259612733143221
G54,G109,0.02259586248027537
G243,G151,0.02259147951703291
G393,G242,0.022586115036167143
G196,G102,0.02258306521289305
G130,G170,0.02257474016052076
G102,G218,0.0225145345250109
G102,G47,0.022508163771513004
G393,G308,0.022503788422995954
G253,G316,0.022459489251958703
G19,G33,0.0224476802920089
G84,G97,0.022442262867281543
G243,G169,0.022438608101921352
G243,G353,0.022425551294356312
G54,G223,0.02242391641060444
G243,G278,0.022397984460405244
G115,G67,0.02237869924007141
G19,G129,0.02236024123116583
G302,G244,0.02235137372492063
G69,G374,0.02230647100757628
G253,G204,0.022292360177924186
G123,G158,0.022268496147324054
G30,G43,0.022264649141837557
G115,G371,0.022249598868313
G102,G359,0.02224028112429717
G19,G166,0.022210695737346513
G243,G323,0.022207986135909102
G46,G249,0.022207004989067247
G67,G161,0.022205040802493317
G391,G198,0.022191947933750622
G393,G338,0.022173596861286796
G246,G16,0.022161121759214513
G398,G312,0.022148652327303217
G150,G32,0.0221380726822107
G355,G209,0.02213267248228095
G277,G42,0.022112604629656238
G19,G241,0.022109235898501955
G67,G193,0.022102836757848632
G67,G228,0.022099112642248953
G393,G335,0.022078833529665387
G80,G86,0.02204535939970871
G84,G153,0.02203902994209471
G84,G335,0.022030900330229433
G331,G349,0.022019970917332626
G69,G353,0.022018185176462785
G30,G309,0.021976476743859996
G115,G349,0.02195748261234183
G262,G198,0.02194653200512857
G115,G340,0.02194141295397692
G47,G7,0.021921891827430113
G302,G330,0.021906735821286244
G331,G321,0.02188618200193594
G302,G297,0.0218716686638758
G115,G86,0.02185732638412525
G391,G334,0.021848482994649844
G253,G71,0.021844379697623734
G212,G97,0.021825419635914722
G115,G162,0.02180776365750447
G144,G75,0.02180763200830807
G80,G141,0.021798371928078965
G243,G122,0.02179821126410711
G67,G53,0.02174717269435683
G54,G340,0.02174576373390863
G243,G157,0.021737770096234767
G30,G348,0.02173299206823048
G382,G199,0.021690088815010805
G67,G315,0.02168441395973264
G46,G69,0.021633404630924252
G54,G167,0.021577310699766275
G67,G33,0.021570526099686793
G398,G340,0.021569328063456766
G80,G61,0.021556635351072953
G30,G296,0.021548528285489373
G123,G80,0.02153664824894138
G80,G32,0.021534728903344583
G123,G39,0.02153006358504987
G46,G246,0.021498107261416967
G359,G237,0.021485170765010546
G355,G258,0.021471320339751868
G393,G238,0.021465218565187405
G277,G185,0.021449822577836827
G170,G261,0.02139593369010441
G253,G188,0.021394729576729138
G243,G86,0.021382927147838134
G150,G146,0.021378049516909768
G123,G386,0.021346345967263387
G102,G342,0.021345535154057363
G69,G316,0.02130736599694187
G243,G292,0.021306550669526567
G54,G218,0.021301378407333343
G243,G244,0.02128043112035435
G398,G131,0.02127550592955703
G69,G180,0.021273623942351633
G243,G266,0.021263760756878504
G395,G289,0.02123923206011454
G382,G352,0.021238751021044014
G47,G158,0.021194045556152105
G69,G238,0.02119144956264704
G243,G156,0.02116764327047651
G144,G89,0.02116313945006547
G54,G150,0.021131594257662242
G196,G330,0.02109999444792282
G391,G92,0.021090224765447536
G84,G278,0.021088909297301284
G238,G393,0.02108752208063193
G67,G245,0.02107528498512516
G196,G386,0.021069113940365175
G123,G129,0.021063312288712596
G331,G278,0.02105326625451817
G196,G131,0.02104907388635785
G130,G278,0.021030010519493825
G80,G219,0.021025800011445744
G144,G92,0.021015678410738925
G30,G202,0.02100764700298794
G1,G393,0.02100190205438085
G19,G297,0.02099547692216739
G54,G363,0.020993894806176486
G355,G198,0.0209642988008948
G47,G250,0.020952230594295372
G355,G393,0.020950242020793673
G123,G188,0.02092921791342712
G19,G199,0.020922917123346343
G84,G107,0.020921223205933114
G238,G257,0.020878249938677235
G180,G121,0.020871182431055034
G54,G302,0.020865285033523126
G246,G280,0.020860340555038978
G47,G121,0.020857552427766934
G391,G123,0.020853020894098687
G80,G119,0.020844700965720345
G391,G287,0.02083970407750459
G115,G338,0.02083445916963765
G130,G315,0.020812376618344577
G359,G96,0.02079552164051722
G123,G119,0.02079458292431892
G54,G78,0.020788710413495212
G277,G109,0.020773916956676658
G54,G330,0.02076840549959573
G123,G204,0.020768396230303104
G69,G102,0.02075352915479886
G144,G229,0.020733246525225957
G238,G150,0.020731137845860476
G331,G352,0.020716859289014178
G46,G144,0.02071658533005731
G277,G75,0.02070210817546067
G130,G144,0.02069129626569298
G41,G253,0.020689583096349398
G46,G369,0.020668626855178382
G359,G245,0.020664261358779235
G47,G302,0.020647039136835077
G47,G82,0.020628614212139657
G1,G147,0.020623340499812556
G246,G201,0.020585186373928005
G46,G315,0.020585002493726523
G382,G45,0.02055855379176974
G277,G315,0.020530229817397244
G46,G118,0.020529341461048387
G180,G141,0.02051921234824075
G19,G163,0.02051492456835452
G243,G215,0.020509886010517002
G359,G366,0.0204947730272806
G373,G37,0.020479837338829902
G238,G357,0.020471757716522182
G196,G79,0.020467972578100263
G355,G364,0.020461514071181384
G180,G260,0.020454605410207292
G391,G256,0.02044571699862658
G150,G241,0.020439462634164185
G253,G199,0.02043152642069232
G19,G257,0.02041008627260988
G373,G57,0.020377075863722338
G262,G392,0.020373216881593267
G67,G273,0.020368592067409985
G302,G118,0.020367949586612755
G30,G235,0.02036534802154863
G196,G277,0.020352460386012572
G1,G351,0.020346217417515706
G41,G181,0.020333059069166638
G243,G287,0.020331316797311073
G19,G260,0.020321397201891852
G393,G168,0.02032138623371192
G123,G126,0.02030817352462913
G47,G340,0.02029776944592286
G69,G196,0.020287916370998735
G67,G18,0.02028506409362623
G1,G278,0.02027370921261344
G246,G237,0.020261274767919585
G54,G280,0.020246610333797044
G180,G375,0.0202397771384295
G115,G235,0.02022173793793787
G331,G237,0.02022035883367372
G243,G307,0.020160359715376004
G331,G225,0.020134324504636397
G246,G148,0.02012357654872232
G395,G278,0.02012127134971143
G277,G145,0.020113856454668316
G46,G387,0.020103441945173838
G391,G87,0.020100486471123724
G395,G302,0.020092016741759276
G393,G165,0.020088794854322897
G262,G97,0.020087966671343674
G1,G192,0.02008302284070655
G1,G188,0.02007806400987947
G243,G129,0.020062739779829933
G180,G57,0.02005361130329992
G1,G153,0.020049760489301266
G69,G118,0.020039976623025743
G243,G257,0.0200224022479695
G170,G184,0.020012870515969207
G246,G330,0.020011459271468884
G393,G330,0.019996357697594905
G196,G300,0.019991628126370564
G84,G109,0.019958373694109133
G130,G86,0.019955049863990687
G393,G375,0.019933544493266273
G47,G390,0.01991561662125152
G123,G234,0.019905080147640822
G170,G150,0.01988683017402648
G123,G212,0.019865858048498955
G243,G221,0.019857813761579454
G19,G315,0.01983984273123536
G331,G273,0.0198252961416297
G41,G340,0.019823937240742676
G30,G180,0.01982376739847023
G123,G291,0.019800912260548933
G238,G336,0.019782498107626223
G69,G99,0.01977756337534832
G246,G156,0.019777148693796293
G84,G103,0.019757030639326142
G243,G204,0.01974676772556168
G395,G108,0.019728513291527874
G19,G155,0.019715964226153012
G359,G306,0.01971196419610575
G243,G335,0.019693848629888946
G80,G54,0.01967739656281818
G393,G256,0.019673701943538666
G47,G144,0.019672095185544067
G54,G103,0.0196644932177195
G331,G341,0.019646135128839948
G102,G139,0.019623546671329123
G212,G300,0.019614453218303768
G80,G121,0.019580908768602363
G69,G273,0.019560161573182785
G262,G190,0.019549940897915757
G391,G126,0.01954527530446276
G123,G144,0.01953979334213718
G373,G312,0.01953372895804445
G359,G25,0.019523222185327163
G355,G345,0.019521574885174704
G246,G258,0.019514055149253223
G331,G57,0.01950488433091102
G246,G129,0.01950344227832221
G47,G87,0.019502734601261715
G19,G310,0.019491867097252962
G373,G249,0.019491427565097696
G144,G234,0.019478051415797587
G391,G162,0.019467166788342392
G373,G308,0.019443144802448575
G382,G105,0.019427516304041964
G302,G156,0.01942237266863517
G123,G272,0.01938570172641621
G382,G273,0.019378980267516777
G373,G86,0.01934947460414499
G277,G87,0.0193135833196382
G30,G371,0.019307355454338017
G253,G376,0.019291706393569058
G170,G340,0.019282504609921917
G130,G336,0.01924796806235554
G382,G126,0.019228570002336492
